STATE|STATEFP|PLACEFP|PLACENAME|TYPE|FUNCSTAT|COUNTY
VA|51|08984|Boyce town|Incorporated Place|A|Clarke County

VA|51|09016|Boydton town|Incorporated Place|A|Mecklenburg County

VA|51|09032|Boykins town|Incorporated Place|A|Southampton County

VA|51|09208|Branchville town|Incorporated Place|A|Southampton County

VA|51|09656|Bridgewater town|Incorporated Place|A|Rockingham County

VA|51|09816|Bristol city|Incorporated Place|A|Bristol city

VA|51|10040|Broadway town|Incorporated Place|A|Rockingham County

VA|51|10072|Brodnax town|Incorporated Place|A|Brunswick County, Mecklenburg County

VA|51|10296|Brookneal town|Incorporated Place|A|Campbell County

VA|51|10744|Buchanan town|Incorporated Place|A|Botetourt County

VA|51|11032|Buena Vista city|Incorporated Place|A|Buena Vista city

VA|51|11560|Burkeville town|Incorporated Place|A|Nottoway County

VA|51|12808|Cape Charles town|Incorporated Place|A|Northampton County

VA|51|12904|Capron town|Incorporated Place|A|Southampton County

VA|51|13784|Cedar Bluff town|Incorporated Place|A|Tazewell County

VA|51|14952|Charlotte Court House town|Incorporated Place|A|Charlotte County

VA|51|14968|Charlottesville city|Incorporated Place|A|Charlottesville city

VA|51|14984|Chase City town|Incorporated Place|A|Mecklenburg County

VA|51|15000|Chatham town|Incorporated Place|A|Pittsylvania County

VA|51|15112|Cheriton town|Incorporated Place|A|Northampton County

VA|51|16000|Chesapeake city|Incorporated Place|A|Chesapeake city

VA|51|16480|Chilhowie town|Incorporated Place|A|Smyth County

VA|51|16512|Chincoteague town|Incorporated Place|A|Accomack County

VA|51|16608|Christiansburg town|Incorporated Place|A|Montgomery County

VA|51|16880|Claremont town|Incorporated Place|A|Surry County

VA|51|16992|Clarksville town|Incorporated Place|A|Halifax County, Mecklenburg County

VA|51|17296|Cleveland town|Incorporated Place|A|Russell County

VA|51|17376|Clifton town|Incorporated Place|A|Fairfax County

VA|51|17440|Clifton Forge town|Incorporated Place|A|Alleghany County

VA|51|17504|Clinchco town|Incorporated Place|A|Dickenson County

VA|51|17536|Clinchport town|Incorporated Place|A|Scott County

VA|51|17552|Clintwood town|Incorporated Place|A|Dickenson County

VA|51|17952|Coeburn town|Incorporated Place|A|Wise County

VA|51|18400|Colonial Beach town|Incorporated Place|A|Westmoreland County

VA|51|18448|Colonial Heights city|Incorporated Place|A|Colonial Heights city

VA|51|18624|Columbia town|Incorporated Place|A|Fluvanna County

VA|51|19600|Courtland town|Incorporated Place|A|Southampton County

VA|51|19728|Covington city|Incorporated Place|A|Covington city

VA|51|19904|Craigsville town|Incorporated Place|A|Augusta County

VA|51|20160|Crewe town|Incorporated Place|A|Nottoway County

VA|51|20752|Culpeper town|Incorporated Place|A|Culpeper County

VA|51|21184|Damascus town|Incorporated Place|A|Washington County

VA|51|21344|Danville city|Incorporated Place|A|Danville city

VA|51|21648|Dayton town|Incorporated Place|A|Rockingham County

VA|51|22160|Dendron town|Incorporated Place|A|Surry County

VA|51|22560|Dillwyn town|Incorporated Place|A|Buckingham County

VA|51|23376|Drakes Branch town|Incorporated Place|A|Charlotte County

VA|51|23648|Dublin town|Incorporated Place|A|Pulaski County

VA|51|23680|Duffield town|Incorporated Place|A|Scott County

VA|51|23760|Dumfries town|Incorporated Place|A|Prince William County

VA|51|23952|Dungannon town|Incorporated Place|A|Scott County

VA|51|24752|Eastville town|Incorporated Place|A|Northampton County

VA|51|25008|Edinburg town|Incorporated Place|A|Shenandoah County

VA|51|25408|Elkton town|Incorporated Place|A|Rockingham County

VA|51|25808|Emporia city|Incorporated Place|A|Emporia city

VA|51|26416|Exmore town|Incorporated Place|A|Northampton County

VA|51|26496|Fairfax city|Incorporated Place|A|Fairfax city

VA|51|27200|Falls Church city|Incorporated Place|A|Falls Church city

VA|51|27440|Farmville town|Incorporated Place|A|Cumberland County, Prince Edward County

VA|51|27824|Fincastle town|Incorporated Place|A|Botetourt County

VA|51|28544|Floyd town|Incorporated Place|A|Floyd County

VA|51|29600|Franklin city|Incorporated Place|A|Franklin city

VA|51|29744|Fredericksburg city|Incorporated Place|A|Fredericksburg city

VA|51|29920|Fries town|Incorporated Place|A|Grayson County

VA|51|29968|Front Royal town|Incorporated Place|A|Warren County

VA|51|30208|Galax city|Incorporated Place|A|Galax city

VA|51|30496|Gate City town|Incorporated Place|A|Scott County

VA|51|31056|Glade Spring town|Incorporated Place|A|Washington County

VA|51|31136|Glasgow town|Incorporated Place|A|Rockbridge County

VA|51|31376|Glen Lyn town|Incorporated Place|A|Giles County

VA|51|31936|Gordonsville town|Incorporated Place|A|Louisa County, Orange County

VA|51|31968|Goshen town|Incorporated Place|A|Rockbridge County

VA|51|33232|Gretna town|Incorporated Place|A|Pittsylvania County

VA|51|33488|Grottoes town|Incorporated Place|A|Augusta County, Rockingham County

VA|51|33648|Grundy town|Incorporated Place|A|Buchanan County

VA|51|34064|Halifax town|Incorporated Place|A|Halifax County

VA|51|34176|Hallwood town|Incorporated Place|A|Accomack County

VA|51|34240|Hamilton town|Incorporated Place|A|Loudoun County

VA|51|35000|Hampton city|Incorporated Place|A|Hampton city

VA|51|35624|Harrisonburg city|Incorporated Place|A|Harrisonburg city

VA|51|35976|Haymarket town|Incorporated Place|A|Prince William County

VA|51|36008|Haysi town|Incorporated Place|A|Dickenson County

VA|51|36648|Herndon town|Incorporated Place|A|Fairfax County

VA|51|37288|Hillsboro town|Incorporated Place|A|Loudoun County

VA|51|37336|Hillsville town|Incorporated Place|A|Carroll County

VA|51|38280|Honaker town|Incorporated Place|A|Russell County

VA|51|38424|Hopewell city|Incorporated Place|A|Hopewell city

VA|51|39224|Hurt town|Incorporated Place|A|Pittsylvania County

VA|51|39528|Independence town|Incorporated Place|A|Grayson County

VA|51|40024|Iron Gate town|Incorporated Place|A|Alleghany County

VA|51|40088|Irvington town|Incorporated Place|A|Lancaster County

VA|51|40232|Ivor town|Incorporated Place|A|Southampton County

VA|51|40536|Jarratt town|Incorporated Place|A|Greensville County, Sussex County

VA|51|41272|Jonesville town|Incorporated Place|A|Lee County

VA|51|41656|Keller town|Incorporated Place|A|Accomack County

VA|51|41832|Kenbridge town|Incorporated Place|A|Lunenburg County

VA|51|42264|Keysville town|Incorporated Place|A|Charlotte County

VA|51|42424|Kilmarnock town|Incorporated Place|A|Lancaster County, Northumberland County

VA|51|43176|La Crosse town|Incorporated Place|A|Mecklenburg County

VA|51|44520|Lawrenceville town|Incorporated Place|A|Brunswick County

VA|51|44696|Lebanon town|Incorporated Place|A|Russell County

VA|51|44984|Leesburg town|Incorporated Place|A|Loudoun County

VA|51|45512|Lexington city|Incorporated Place|A|Lexington city

VA|51|47144|Louisa town|Incorporated Place|A|Louisa County

VA|51|47208|Lovettsville town|Incorporated Place|A|Loudoun County

VA|51|47528|Luray town|Incorporated Place|A|Page County

VA|51|47672|Lynchburg city|Incorporated Place|A|Lynchburg city

VA|51|48344|McKenney town|Incorporated Place|A|Dinwiddie County

VA|51|48488|Madison town|Incorporated Place|A|Madison County

VA|51|48952|Manassas city|Incorporated Place|A|Manassas city

VA|51|48968|Manassas Park city|Incorporated Place|A|Manassas Park city

VA|51|49464|Marion town|Incorporated Place|A|Smyth County

VA|51|49784|Martinsville city|Incorporated Place|A|Martinsville city

VA|51|50984|Melfa town|Incorporated Place|A|Accomack County

VA|51|51448|Middleburg town|Incorporated Place|A|Loudoun County

VA|51|51512|Middletown town|Incorporated Place|A|Frederick County

VA|51|52120|Mineral town|Incorporated Place|A|Louisa County

VA|51|52680|Monterey town|Incorporated Place|A|Highland County

VA|51|52952|Montross town|Incorporated Place|A|Westmoreland County

VA|51|53864|Mount Crawford town|Incorporated Place|A|Rockingham County

VA|51|53992|Mount Jackson town|Incorporated Place|A|Shenandoah County

VA|51|54904|Narrows town|Incorporated Place|A|Giles County

VA|51|54984|Nassawadox town|Incorporated Place|A|Northampton County

VA|51|55592|New Castle town|Incorporated Place|A|Craig County

VA|51|55848|New Market town|Incorporated Place|A|Shenandoah County

VA|51|56000|Newport News city|Incorporated Place|A|Newport News city

VA|51|56096|Newsoms town|Incorporated Place|A|Southampton County

VA|51|56304|Nickelsville town|Incorporated Place|A|Scott County

VA|51|57000|Norfolk city|Incorporated Place|A|Norfolk city

VA|51|57688|Norton city|Incorporated Place|A|Norton city

VA|51|58696|Occoquan town|Incorporated Place|A|Fairfax County, Prince William County

VA|51|59336|Onancock town|Incorporated Place|A|Accomack County

VA|51|59384|Onley town|Incorporated Place|A|Accomack County

VA|51|59496|Orange town|Incorporated Place|A|Orange County

VA|51|60296|Painter town|Incorporated Place|A|Accomack County

VA|51|60488|Pamplin City town|Incorporated Place|A|Appomattox County, Prince Edward County

VA|51|60680|Parksley town|Incorporated Place|A|Accomack County

VA|51|61208|Pearisburg town|Incorporated Place|A|Giles County

VA|51|61336|Pembroke town|Incorporated Place|A|Giles County

VA|51|61560|Pennington Gap town|Incorporated Place|A|Lee County

VA|51|61832|Petersburg city|Incorporated Place|A|Petersburg city

VA|51|61896|Phenix town|Incorporated Place|A|Charlotte County

VA|51|63288|Pocahontas town|Incorporated Place|A|Tazewell County

VA|51|63768|Poquoson city|Incorporated Place|A|Poquoson city

VA|51|63928|Port Royal town|Incorporated Place|A|Caroline County

VA|51|64000|Portsmouth city|Incorporated Place|A|Portsmouth city

VA|51|64272|Pound town|Incorporated Place|A|Wise County

VA|51|64880|Pulaski town|Incorporated Place|A|Pulaski County

VA|51|65008|Purcellville town|Incorporated Place|A|Loudoun County

VA|51|65120|Quantico town|Incorporated Place|A|Prince William County

VA|51|65392|Radford city|Incorporated Place|A|Radford city

VA|51|66512|Remington town|Incorporated Place|A|Fauquier County

VA|51|66896|Rich Creek town|Incorporated Place|A|Giles County

VA|51|66928|Richlands town|Incorporated Place|A|Tazewell County

VA|51|67000|Richmond city|Incorporated Place|A|Richmond city

VA|51|67208|Ridgeway town|Incorporated Place|A|Henry County

VA|51|68000|Roanoke city|Incorporated Place|A|Roanoke city

VA|51|68496|Rocky Mount town|Incorporated Place|A|Franklin County

VA|51|69168|Round Hill town|Incorporated Place|A|Loudoun County

VA|51|69456|Rural Retreat town|Incorporated Place|A|Wythe County

VA|51|69792|St. Charles town|Incorporated Place|A|Lee County

VA|51|69936|St. Paul town|Incorporated Place|A|Russell County, Wise County

VA|51|70000|Salem city|Incorporated Place|A|Salem city

VA|51|70096|Saltville town|Incorporated Place|A|Smyth County, Washington County

VA|51|70576|Saxis town|Incorporated Place|A|Accomack County

VA|51|70752|Scottsburg town|Incorporated Place|A|Halifax County

VA|51|70800|Scottsville town|Incorporated Place|A|Albemarle County, Fluvanna County

VA|51|71776|Shenandoah town|Incorporated Place|A|Page County

VA|51|73200|Smithfield town|Incorporated Place|A|Isle of Wight County

VA|51|73712|South Boston town|Incorporated Place|A|Halifax County

VA|51|73904|South Hill town|Incorporated Place|A|Mecklenburg County

VA|51|75008|Stanardsville town|Incorporated Place|A|Greene County

VA|51|75024|Stanley town|Incorporated Place|A|Page County

VA|51|75216|Staunton city|Incorporated Place|A|Staunton city

VA|51|75344|Stephens City town|Incorporated Place|A|Frederick County

VA|51|75840|Stony Creek town|Incorporated Place|A|Sussex County

VA|51|76000|Strasburg town|Incorporated Place|A|Shenandoah County

VA|51|76256|Stuart town|Incorporated Place|A|Patrick County

VA|51|76432|Suffolk city|Incorporated Place|A|Suffolk city

VA|51|76880|Surry town|Incorporated Place|A|Surry County

VA|51|77520|Tangier town|Incorporated Place|A|Accomack County

VA|51|77568|Tappahannock town|Incorporated Place|A|Essex County

VA|51|77792|Tazewell town|Incorporated Place|A|Tazewell County

VA|51|78192|The Plains town|Incorporated Place|A|Fauquier County

VA|51|78736|Timberville town|Incorporated Place|A|Rockingham County

VA|51|79024|Toms Brook town|Incorporated Place|A|Shenandoah County

VA|51|79456|Troutdale town|Incorporated Place|A|Grayson County

VA|51|79472|Troutville town|Incorporated Place|A|Botetourt County

VA|51|80272|Urbanna town|Incorporated Place|A|Middlesex County

VA|51|81024|Victoria town|Incorporated Place|A|Lunenburg County

VA|51|81072|Vienna town|Incorporated Place|A|Fairfax County

VA|51|81280|Vinton town|Incorporated Place|A|Roanoke County

VA|51|81312|Virgilina town|Incorporated Place|A|Halifax County

VA|51|82000|Virginia Beach city|Incorporated Place|A|Virginia Beach city

VA|51|82320|Wachapreague town|Incorporated Place|A|Accomack County

VA|51|82384|Wakefield town|Incorporated Place|A|Sussex County

VA|51|83136|Warrenton town|Incorporated Place|A|Fauquier County

VA|51|83168|Warsaw town|Incorporated Place|A|Richmond County

VA|51|83248|Washington town|Incorporated Place|A|Rappahannock County

VA|51|83600|Waverly town|Incorporated Place|A|Sussex County

VA|51|83680|Waynesboro city|Incorporated Place|A|Waynesboro city

VA|51|83808|Weber City town|Incorporated Place|A|Scott County

VA|51|84960|West Point town|Incorporated Place|A|King William County

VA|51|85600|White Stone town|Incorporated Place|A|Lancaster County

VA|51|86160|Williamsburg city|Incorporated Place|A|Williamsburg city

VA|51|86720|Winchester city|Incorporated Place|A|Winchester city

VA|51|86784|Windsor town|Incorporated Place|A|Isle of Wight County

VA|51|87072|Wise town|Incorporated Place|A|Wise County

VA|51|87712|Woodstock town|Incorporated Place|A|Shenandoah County

VA|51|88000|Wytheville town|Incorporated Place|A|Wythe County

WA|53|00100|Aberdeen city|Incorporated Place|A|Grays Harbor County

WA|53|00905|Airway Heights city|Incorporated Place|A|Spokane County

WA|53|01010|Albion town|Incorporated Place|A|Whitman County

WA|53|01290|Algona city|Incorporated Place|A|King County

WA|53|01500|Almira town|Incorporated Place|A|Lincoln County

WA|53|01990|Anacortes city|Incorporated Place|A|Skagit County

WA|53|02585|Arlington city|Incorporated Place|A|Snohomish County

WA|53|03075|Asotin city|Incorporated Place|A|Asotin County

WA|53|03180|Auburn city|Incorporated Place|A|King County, Pierce County

WA|53|03736|Bainbridge Island city|Incorporated Place|A|Kitsap County

WA|53|04475|Battle Ground city|Incorporated Place|A|Clark County

WA|53|04895|Beaux Arts Village town|Incorporated Place|A|King County

WA|53|05210|Bellevue city|Incorporated Place|A|King County

WA|53|05280|Bellingham city|Incorporated Place|A|Whatcom County

WA|53|05560|Benton City city|Incorporated Place|A|Benton County

WA|53|06085|Bingen city|Incorporated Place|A|Klickitat County

WA|53|06330|Black Diamond city|Incorporated Place|A|King County

WA|53|06505|Blaine city|Incorporated Place|A|Whatcom County

WA|53|07170|Bonney Lake city|Incorporated Place|A|Pierce County

WA|53|07380|Bothell city|Incorporated Place|A|King County, Snohomish County

WA|53|07695|Bremerton city|Incorporated Place|A|Kitsap County

WA|53|07835|Brewster city|Incorporated Place|A|Okanogan County

WA|53|07870|Bridgeport city|Incorporated Place|A|Douglas County

WA|53|07940|Brier city|Incorporated Place|A|Snohomish County

WA|53|08570|Buckley city|Incorporated Place|A|Pierce County

WA|53|08605|Bucoda town|Incorporated Place|A|Thurston County

WA|53|08850|Burien city|Incorporated Place|A|King County

WA|53|08920|Burlington city|Incorporated Place|A|Skagit County

WA|53|09480|Camas city|Incorporated Place|A|Clark County

WA|53|09970|Carbonado town|Incorporated Place|A|Pierce County

WA|53|10215|Carnation city|Incorporated Place|A|King County

WA|53|10495|Cashmere city|Incorporated Place|A|Chelan County

WA|53|10565|Castle Rock city|Incorporated Place|A|Cowlitz County

WA|53|10635|Cathlamet town|Incorporated Place|A|Wahkiakum County

WA|53|11160|Centralia city|Incorporated Place|A|Lewis County

WA|53|11475|Chehalis city|Incorporated Place|A|Lewis County

WA|53|11615|Chelan city|Incorporated Place|A|Chelan County

WA|53|11825|Cheney city|Incorporated Place|A|Spokane County

WA|53|12140|Chewelah city|Incorporated Place|A|Stevens County

WA|53|12630|Clarkston city|Incorporated Place|A|Asotin County

WA|53|12945|Cle Elum city|Incorporated Place|A|Kittitas County

WA|53|13365|Clyde Hill city|Incorporated Place|A|King County

WA|53|13785|Colfax city|Incorporated Place|A|Whitman County

WA|53|13855|College Place city|Incorporated Place|A|Walla Walla County

WA|53|13890|Colton town|Incorporated Place|A|Whitman County
